,score_tmdb,votes_tmdb,votes_ml,score_ml,popularity,january,february,march,april,may,june,july,august,september,october,november,december
707,5.9,208,3262,3.0846106683016554,9.478,0,0,0,1,0,0,0,0,0,0,0,0
708,6.1,140,2268,3.2164902998236333,5.997000000000001,1,0,0,0,0,0,0,0,0,0,0,0
709,5.1,91,828,2.5996376811594204,5.9910000000000005,1,0,0,0,0,0,0,0,0,0,0,0
710,5.5,316,3547,2.5747110234000563,5.928999999999999,1,0,0,0,0,0,0,0,0,0,0,0
711,5.5,223,1456,2.8664148351648358,6.222,1,0,0,0,0,0,0,0,0,0,0,0
712,7.5,36,347,3.6642651296829967,2.616,0,1,0,0,0,0,0,0,0,0,0,0
713,5.9,740,7286,2.8244578643974747,9.991,0,1,0,0,0,0,0,0,0,0,0,0
714,5.3,66,774,2.7751937984496124,4.572,0,0,1,0,0,0,0,0,0,0,0,0
715,7.1,371,6893,3.5437400261134484,7.947,0,0,0,1,0,0,0,0,0,0,0,0
716,6.6,37,776,3.3350515463917527,1.9069999999999998,1,0,0,0,0,0,0,0,0,0,0,0
717,4.3,35,1422,2.3231364275668067,2.657,0,0,0,1,0,0,0,0,0,0,0,0
718,6.9,85,639,3.2848200312989047,5.531000000000001,1,0,0,0,0,0,0,0,0,0,0,0
719,7.2,103,6867,3.918377748652978,5.321000000000001,0,0,0,0,0,0,0,1,0,0,0,0
720,5.3,93,1791,2.449190396426577,4.477,0,1,0,0,0,0,0,0,0,0,0,0
721,4.7,54,593,2.2495784148397977,4.218,0,1,0,0,0,0,0,0,0,0,0,0
722,6.1,207,3149,3.1014607812003816,4.874,0,1,0,0,0,0,0,0,0,0,0,0
723,6.6,368,3884,3.3459062821833165,7.021,0,1,0,0,0,0,0,0,0,0,0,0
724,4.1,26,860,2.6174418604651164,2.426,0,1,0,0,0,0,0,0,0,0,0,0
725,5.9,250,2842,2.8029556650246303,7.69,0,1,0,0,0,0,0,0,0,0,0,0
726,6.8,42,1136,3.5193661971830985,4.789,0,1,0,0,0,0,0,0,0,0,0,0
727,7.5,1969,12695,3.8024419062623083,8.158999999999999,0,1,0,0,0,0,0,0,0,0,0,0
728,5.3,44,1283,2.5900233826968044,3.655,0,1,0,0,0,0,0,0,0,0,0,0
729,5.8,25,418,3.0322966507177034,2.182,0,0,1,0,0,0,0,0,0,0,0,0
730,5.0,216,2208,2.54393115942029,6.7379999999999995,0,0,1,0,0,0,0,0,0,0,0,0
731,6.8,157,6560,3.331478658536585,6.104,0,0,1,0,0,0,0,0,0,0,0,0
732,8.2,24,410,3.35,2.562,0,0,1,0,0,0,0,0,0,0,0,0
733,6.0,499,9704,3.1635923330585327,6.433,0,0,0,1,0,0,0,0,0,0,0,0
734,6.6,102,2010,3.26318407960199,6.694,0,1,0,0,0,0,0,0,0,0,0,0
735,6.2,27,536,3.38339552238806,2.095,0,0,0,0,1,0,0,0,0,0,0,0
736,6.5,2619,22136,3.2284513913986266,12.035,0,0,1,0,0,0,0,0,0,0,0,0
737,7.0,186,1934,3.1318510858324715,5.234,0,0,1,0,0,0,0,0,0,0,0,0
738,6.0,487,3939,3.0389692815435385,5.8870000000000005,0,0,1,0,0,0,0,0,0,0,0,0
739,6.5,49,485,3.011340206185567,5.483,0,0,1,0,0,0,0,0,0,0,0,0
740,4.8,87,770,1.4207792207792207,4.757,0,0,1,0,0,0,0,0,0,0,0,0
741,6.4,48,417,3.305755395683453,3.7089999999999996,0,0,0,1,0,0,0,0,0,0,0,0
742,4.7,283,828,2.2958937198067635,9.673,0,0,0,1,0,0,0,0,0,0,0,0
743,6.0,70,1285,3.1933852140077823,5.2,0,0,0,1,0,0,0,0,0,0,0,0
744,4.9,1099,7106,2.0831691528285954,8.254,0,0,0,1,0,0,0,0,0,0,0,0
745,7.0,396,16248,3.722981290004924,8.549,0,0,0,1,0,0,0,0,0,0,0,0
746,6.9,32,273,3.347985347985348,1.8519999999999999,0,0,0,0,0,0,0,0,1,0,0,0
747,5.2,59,1379,2.6265409717186365,3.903,0,0,0,1,0,0,0,0,0,0,0,0
748,6.6,34,402,3.399253731343284,3.4130000000000003,0,0,0,1,0,0,0,0,0,0,0,0
749,6.1,241,9798,2.939630536844254,5.654,0,0,0,1,0,0,0,0,0,0,0,0
750,5.5,616,4617,2.6911414338314925,10.437000000000001,0,0,0,1,0,0,0,0,0,0,0,0
751,6.5,1642,26784,3.3979428016726403,8.673,0,0,0,0,1,0,0,0,0,0,0,0
752,6.6,338,3296,3.316747572815534,6.645,0,0,0,0,1,0,0,0,0,0,0,0
753,6.4,21,370,2.8540540540540533,2.4530000000000003,0,0,0,0,1,0,0,0,0,0,0,0
754,4.5,24,358,2.452513966480447,2.887,0,0,0,0,1,0,0,0,0,0,0,0
755,5.3,128,856,2.5216121495327104,5.9239999999999995,0,0,0,0,1,0,0,0,0,0,0,0
756,7.4,5914,36269,3.7548319501502654,25.24,0,0,0,0,1,0,0,0,0,0,0,0
757,6.6,51,286,3.386363636363636,3.125,0,0,0,0,1,0,0,0,0,0,0,0
758,7.3,57,4644,3.872739018087856,2.614,1,0,0,0,0,0,0,0,0,0,0,0
759,6.4,36,303,3.1254125412541254,1.829,0,0,0,1,0,0,0,0,0,0,0,0
760,6.1,178,2285,3.1122538293216633,5.98,0,0,0,0,1,0,0,0,0,0,0,0
761,7.1,113,2286,3.5695538057742784,6.865,0,0,0,0,0,0,0,0,0,0,1,0
762,6.4,4130,17684,2.9953630400361915,0.8959999999999999,0,0,0,0,1,0,0,0,0,0,0,0
763,6.8,9,42,3.1190476190476186,1.8330000000000002,0,0,0,0,0,0,0,0,0,0,1,0
764,5.3,30,718,2.763231197771588,3.0269999999999997,0,0,0,0,1,0,0,0,0,0,0,0
765,4.1,25,336,2.5699404761904763,2.697,0,0,0,0,0,1,0,0,0,0,0,0
766,6.6,1992,17080,3.1958138173302113,15.668,0,0,0,0,0,1,0,0,0,0,0,0
767,4.3,738,6276,1.9574569789674952,10.165,0,0,0,0,0,1,0,0,0,0,0,0
768,4.2,2508,11569,2.198807157057654,9.77,0,0,0,0,0,1,0,0,0,0,0,0
769,5.9,54,260,2.8557692307692313,3.839,0,0,0,0,0,0,0,0,0,0,1,0
770,7.5,3543,7688,3.4054370447450566,13.377,0,0,0,0,0,1,0,0,0,0,0,0
771,6.3,11,83,2.909638554216868,1.892,0,0,0,0,0,1,0,0,0,0,0,0
772,6.5,1151,12436,3.2746059826310714,4.947,0,0,0,0,0,1,0,0,0,0,0,0
773,5.9,38,334,3.1437125748502988,3.1919999999999997,1,0,0,0,0,0,0,0,0,0,0,0
774,6.9,2491,22272,3.3286637931034484,14.95,0,0,0,0,0,1,0,0,0,0,0,0
775,7.0,7405,44287,3.578533203874726,25.588,0,0,0,0,0,0,1,0,0,0,0,0
776,5.6,32,683,2.7730600292825764,2.1719999999999997,0,0,0,0,0,0,1,0,0,0,0,0
777,5.6,44,519,3.055876685934489,3.34,0,0,0,0,0,0,1,0,0,0,0,0
778,5.5,78,279,2.7114695340501798,5.016,0,0,0,0,0,0,1,0,0,0,0,0
779,7.3,2081,24808,3.67256530151564,11.585999999999999,0,0,0,0,0,0,1,0,0,0,0,0
780,6.2,715,8491,2.926922623954776,9.453,0,0,0,0,0,0,0,1,0,0,0,0
781,5.4,938,5125,2.6947317073170733,7.216,0,0,0,0,0,0,1,0,0,0,0,0
782,6.7,613,5830,3.2699828473413377,9.312999999999999,0,0,0,0,0,0,0,1,0,0,0,0
783,6.5,1145,8511,2.9699212783456703,13.745,0,0,0,0,0,0,0,1,0,0,0,0
784,5.2,519,6508,2.6466656422864165,6.527,0,0,0,0,0,0,1,0,0,0,0,0
785,5.3,195,1641,2.342169408897014,6.626,0,0,0,0,0,0,0,1,0,0,0,0
786,5.2,182,1820,2.9222527472527466,6.257000000000001,1,0,0,0,0,0,0,0,0,0,0,0
787,7.0,59,2743,3.6649653663871673,3.6630000000000003,0,0,1,0,0,0,0,0,0,0,0,0
788,5.7,135,1103,1.796917497733454,5.1080000000000005,0,0,0,0,0,0,0,1,0,0,0,0
789,6.5,669,12683,3.334187495072144,8.019,0,0,0,0,0,0,0,1,0,0,0,0
790,6.1,88,1004,2.9118525896414345,5.955,1,0,0,0,0,0,0,0,0,0,0,0
791,4.2,88,601,1.6797004991680533,4.434,0,0,0,0,0,0,0,1,0,0,0,0
792,6.4,52,696,2.8893678160919536,4.145,0,0,0,0,0,0,0,1,0,0,0,0
793,5.8,409,3440,2.7872093023255813,9.816,0,0,0,0,0,0,0,1,0,0,0,0
794,5.9,141,865,2.9416184971098267,6.417000000000001,0,0,0,0,0,0,0,1,0,0,0,0
795,5.5,85,975,2.6158974358974363,4.367,0,0,0,0,0,0,0,1,0,0,0,0
796,5.4,51,930,2.368817204301075,3.2239999999999998,0,0,0,0,0,0,0,1,0,0,0,0
797,6.3,1329,17114,3.321870982821082,9.56,0,0,0,0,0,0,1,0,0,0,0,0
798,6.6,226,807,3.0285006195786863,7.287000000000001,0,0,0,0,0,0,1,0,0,0,0,0
799,7.4,1471,24936,3.8581167789541215,11.843,0,0,1,0,0,0,0,0,0,0,0,0
800,7.0,396,2806,3.4232002851033503,6.752000000000001,0,0,0,0,0,0,0,0,1,0,0,0
801,5.2,5,270,3.1592592592592594,0.6829999999999999,0,0,0,0,0,0,1,0,0,0,0,0
802,6.6,311,5198,3.1664101577529817,6.9270000000000005,0,0,0,0,0,0,0,0,1,0,0,0
803,6.7,548,2821,3.489542715349167,8.298,0,0,0,0,0,0,0,0,1,0,0,0
804,5.8,431,4531,3.0340984330169936,7.017,0,0,0,0,0,0,0,0,1,0,0,0
805,7.8,2169,32553,4.06361932847971,9.287,0,0,0,0,0,0,0,0,1,0,0,0
806,7.1,1111,5962,3.43710164374371,7.227,0,0,0,0,0,0,0,0,1,0,0,0
807,6.3,578,5471,3.3766221897276547,8.322000000000001,0,0,0,0,0,0,0,0,0,1,0,0
808,7.0,30,754,3.2606100795755966,4.585,0,0,0,0,0,0,0,0,1,0,0,0
809,5.7,192,1175,2.5331914893617022,7.795,0,0,0,0,0,0,0,0,1,0,0,0
810,5.9,23,525,3.0228571428571427,1.7369999999999999,0,0,0,0,0,0,0,0,1,0,0,0
811,7.6,2730,20986,3.8553083007719433,9.058,0,0,0,0,0,0,0,0,1,0,0,0
812,5.0,133,817,2.453488372093023,6.115,0,0,0,0,0,0,0,0,1,0,0,0
813,6.6,54,521,3.4347408829174664,4.325,0,0,0,0,0,0,0,0,1,0,0,0
814,3.2,10,183,2.4398907103825143,2.04,0,0,0,0,0,0,0,1,0,0,0,0
815,6.0,27,2599,3.6631396691035016,1.599,0,0,0,0,0,1,0,0,0,0,0,0
816,7.0,285,6280,3.768471337579618,5.7620000000000005,0,0,0,0,0,0,0,0,1,0,0,0
817,6.8,664,16300,3.603742331288344,10.154,0,0,0,1,0,0,0,0,0,0,0,0
818,7.0,726,17621,3.7027694228477386,6.291,0,0,0,0,0,0,0,1,0,0,0,0
819,6.8,66,2894,3.8597097442985486,4.4,0,0,0,0,0,0,1,0,0,0,0,0
820,5.8,1245,9343,2.482446751578722,10.645999999999999,0,0,0,0,0,0,0,0,0,1,0,0
821,7.3,2460,15215,3.5352941176470587,13.05,0,0,0,0,0,0,0,0,0,1,0,0
822,5.2,54,924,2.759199134199134,4.595,0,0,0,0,0,0,0,0,0,1,0,0
823,5.7,45,720,2.7576388888888888,3.753,0,0,0,0,0,0,0,0,0,1,0,0
824,6.6,44,1665,3.542042042042042,2.7,0,0,0,0,0,0,0,0,0,1,0,0
825,7.1,16,462,3.432900432900433,1.212,0,0,0,0,0,0,0,0,0,1,0,0
826,7.5,3066,24537,3.786811753678119,19.749000000000002,0,0,0,0,0,0,0,0,1,0,0,0
827,6.2,39,688,3.2703488372093017,3.4339999999999997,0,0,0,0,0,0,0,0,0,1,0,0
828,5.3,163,775,2.5980645161290323,4.958,1,0,0,0,0,0,0,0,0,0,0,0
829,6.3,202,2004,3.185878243512974,5.795,0,0,0,0,0,0,0,0,0,1,0,0
830,6.2,48,1328,3.5489457831325297,3.634,0,0,0,0,0,0,0,0,1,0,0,0
831,5.9,88,675,3.112592592592593,4.255,0,0,0,0,0,0,0,0,0,1,0,0
832,6.6,54,243,2.8950617283950617,4.218,0,0,0,0,0,0,0,0,0,1,0,0
833,6.4,1132,4216,2.8324240986717273,9.801,0,0,0,0,0,0,1,0,0,0,0,0
834,6.1,126,1149,2.8372497824194958,6.365,0,0,0,0,0,0,0,0,0,0,1,0
835,5.8,38,317,2.8454258675078865,3.826,0,0,0,0,0,0,0,0,0,0,1,0
836,6.5,37,762,3.509186351706037,2.85,0,0,0,0,1,0,0,0,0,0,0,0
837,6.4,31,307,3.1400651465798046,2.187,0,0,0,0,0,0,0,1,0,0,0,0
838,6.9,390,4651,3.6086863040206407,7.1339999999999995,0,0,0,0,0,0,0,0,0,0,1,0
839,7.6,1346,16149,3.6831073131463254,11.489,0,0,0,0,0,0,0,0,0,1,0,0
840,6.8,2336,19257,3.2619566910733764,14.460999999999999,0,0,0,0,0,0,0,0,0,0,1,0
841,7.3,53,4929,3.694461351186853,4.7330000000000005,0,0,0,0,0,0,0,0,1,0,0,0
842,2.8,19,204,1.919117647058824,1.63,0,0,1,0,0,0,0,0,0,0,0,0
843,6.6,587,8480,3.509080188679245,10.259,0,0,0,1,0,0,0,0,0,0,0,0
844,4.0,385,2616,2.1022553516819573,8.241,0,0,0,0,0,0,0,0,0,0,1,0
845,8.0,8725,36016,3.8455269880053313,16.614,0,0,0,0,0,1,0,0,0,0,0,0
846,7.2,52,2016,3.689484126984127,3.3360000000000003,0,0,0,0,0,0,0,0,0,0,1,0
847,6.1,125,1048,3.1312022900763363,5.718999999999999,0,0,0,0,0,0,0,0,0,1,0,0
848,6.2,839,5644,3.2023387668320336,8.942,0,0,0,0,0,0,0,0,0,0,1,0
849,7.6,2906,5216,3.469996165644172,10.681,0,0,0,0,0,0,0,0,0,0,1,0
850,6.4,199,2237,3.2337952615109513,5.2410000000000005,0,0,0,0,0,0,0,0,0,0,1,0
851,6.0,2237,13736,3.0282469423412928,15.773,0,0,0,0,0,0,0,0,0,0,1,0
852,7.0,598,5677,3.589219658270213,1.5119999999999998,0,0,0,0,0,0,0,0,0,0,0,1
853,6.4,58,3193,3.6897901659880983,3.487,0,0,0,0,0,0,0,0,1,0,0,0
854,6.9,51,285,3.5719298245614035,3.273,0,0,0,0,0,0,0,0,0,0,1,0
855,6.7,53,1215,3.616460905349794,2.988,0,0,0,0,0,0,1,0,0,0,0,0
856,7.4,323,3368,3.468972684085511,6.627000000000001,0,0,0,0,0,0,0,0,0,0,0,1
857,5.5,1176,5169,2.584252273166957,8.115,0,0,0,0,0,0,0,0,0,0,1,0
858,5.7,91,794,2.7279596977329974,5.18,0,0,0,0,0,0,0,0,0,0,0,1
859,8.1,5314,42769,4.076387102808109,14.850999999999999,0,0,0,0,0,0,0,0,0,0,0,1
860,5.1,1346,3445,1.8894049346879536,21.209,0,0,0,0,0,0,0,0,0,0,0,1
861,6.4,265,5224,3.2577526799387444,6.787000000000001,0,0,0,0,0,0,0,0,0,0,1,0
862,6.3,1530,8658,2.735100485100485,9.86,0,0,0,0,0,0,0,0,0,0,0,1
863,7.8,13353,44787,3.4057092459865586,22.938000000000002,0,0,0,0,0,0,0,0,0,0,1,0
864,6.2,1472,14906,3.2271568495907688,16.18,0,0,0,0,0,0,0,0,0,0,0,1
865,6.1,473,2644,2.9623676248108928,7.322,0,0,0,0,0,0,0,0,0,0,0,1
866,6.9,549,2651,3.1642776310826104,8.644,0,0,0,0,1,0,0,0,0,0,0,0
867,7.3,2809,14064,3.688104379977247,11.325,0,0,0,0,0,0,0,0,0,0,0,1
868,7.0,165,1935,3.659431524547804,4.7139999999999995,0,0,0,0,0,0,0,0,0,0,0,1
869,4.1,149,886,1.8730248306997743,6.59,0,0,0,0,0,0,0,0,0,0,0,1
870,7.9,5226,29805,3.9610300285187052,16.785999999999998,0,0,1,0,0,0,0,0,0,0,0,0
871,6.6,228,3458,3.2609890109890114,6.178,1,0,0,0,0,0,0,0,0,0,0,0
872,4.2,72,668,1.5875748502994012,4.744,0,0,0,1,0,0,0,0,0,0,0,0
873,4.8,21,503,2.4791252485089457,2.623,1,0,0,0,0,0,0,0,0,0,0,0
874,5.8,132,487,2.7977412731006157,5.922999999999999,0,1,0,0,0,0,0,0,0,0,0,0
875,6.9,412,12474,3.5074154240820907,6.226,0,0,0,0,0,0,0,0,0,0,0,1
876,4.7,24,375,2.224,1.59,1,0,0,0,0,0,0,0,0,0,0,0
877,5.6,296,1888,2.769332627118644,7.347,1,0,0,0,0,0,0,0,0,0,0,0
878,6.3,252,2836,3.277679830747532,6.51,1,0,0,0,0,0,0,0,0,0,0,0
879,6.7,560,4323,3.4956049040018504,7.1770000000000005,1,0,0,0,0,0,0,0,0,0,0,0
880,6.7,40,675,3.4896296296296296,2.8789999999999996,0,0,0,0,0,0,0,1,0,0,0,0
881,4.8,211,3193,1.8263388662699656,6.3020000000000005,0,0,0,0,0,0,0,0,0,0,0,1
882,6.1,251,1563,2.7661548304542545,6.849,1,0,0,0,0,0,0,0,0,0,0,0
883,6.0,184,2933,3.0980225025571086,6.059,0,1,0,0,0,0,0,0,0,0,0,0
884,5.6,29,228,2.8596491228070176,3.208,0,0,0,0,0,0,0,0,0,0,1,0
885,5.9,97,398,2.6984924623115583,4.768,0,0,0,1,0,0,0,0,0,0,0,0
886,5.3,272,3357,2.6155793863568664,6.822,0,1,0,0,0,0,0,0,0,0,0,0
887,6.1,7,17,2.2058823529411766,1.715,0,0,1,0,0,0,0,0,0,0,0,0
888,6.6,835,16498,3.387289368408292,8.097999999999999,0,1,0,0,0,0,0,0,0,0,0,0
889,6.0,730,7226,2.8814696927760863,7.518,0,1,0,0,0,0,0,0,0,0,0,0
890,7.4,1618,26316,3.7806657546739624,9.068,0,0,0,0,0,0,0,0,0,0,0,1
891,6.1,60,574,2.902439024390244,4.272,0,0,1,0,0,0,0,0,0,0,0,0
892,6.3,645,5638,3.259755232351898,10.163,0,0,1,0,0,0,0,0,0,0,0,0
893,5.7,88,352,2.559659090909091,4.319,0,0,1,0,0,0,0,0,0,0,0,0
894,6.6,120,2430,3.5290123456790123,6.976,0,0,0,1,0,0,0,0,0,0,0,0
895,6.5,1915,7254,3.1142128480838163,9.368,0,0,1,0,0,0,0,0,0,0,0,0
896,6.0,74,842,2.9400237529691213,4.7669999999999995,0,0,1,0,0,0,0,0,0,0,0,0
897,6.3,700,9155,3.19606772255598,15.327,0,0,1,0,0,0,0,0,0,0,0,0
898,6.2,170,1142,2.834938704028022,5.742999999999999,0,0,0,1,0,0,0,0,0,0,0,0
899,7.6,211,1184,3.9459459459459465,4.931,0,0,0,0,0,0,0,0,1,0,0,0
900,5.7,24,236,3.125,2.23,0,0,1,0,0,0,0,0,0,0,0,0
901,5.4,43,759,2.8234519104084317,4.27,0,0,0,0,0,0,0,0,1,0,0,0
902,5.7,9,72,3.0069444444444446,0.935,0,0,1,0,0,0,0,0,0,0,0,0
903,5.8,130,1765,3.1524079320113314,5.898,0,0,0,1,0,0,0,0,0,0,0,0
904,4.0,32,187,1.8983957219251335,3.048,0,0,1,0,0,0,0,0,0,0,0,0
905,5.5,23,505,3.0594059405940595,2.086,0,0,0,1,0,0,0,0,0,0,0,0
906,6.3,28,230,2.717391304347826,3.0039999999999996,0,0,0,1,0,0,0,0,0,0,0,0
907,2.9,11,444,1.2038288288288288,0.986,1,0,0,0,0,0,0,0,0,0,0,0
908,5.2,591,9112,2.5973990342405617,11.751,0,0,0,1,0,0,0,0,0,0,0,0
909,6.2,607,2777,3.0363701836514223,9.424,0,0,0,1,0,0,0,0,0,0,0,0
910,7.1,111,4806,3.8677694548481063,5.858,1,0,0,0,0,0,0,0,0,0,0,0
911,6.6,72,1676,3.2989260143198087,4.535,0,0,0,0,1,0,0,0,0,0,0,0
912,6.4,48,594,2.685185185185185,2.229,0,0,0,1,0,0,0,0,0,0,0,0
913,5.3,50,610,2.289344262295082,3.8489999999999998,0,0,0,1,0,0,0,0,0,0,0,0
914,6.8,271,1837,3.3609145345672293,6.729,0,0,0,0,1,0,0,0,0,0,0,0
915,5.5,62,785,2.9560509554140126,3.9219999999999997,1,0,0,0,0,0,0,0,0,0,0,0
916,5.4,20,46,2.4565217391304346,1.374,1,0,0,0,0,0,0,0,0,0,0,0
917,7.1,178,712,3.8209269662921344,5.9639999999999995,0,0,0,0,0,0,0,0,0,1,0,0
918,6.3,81,2531,3.6987356775977873,6.127999999999999,1,0,0,0,0,0,0,0,0,0,0,0
919,5.9,225,1686,3.030545670225385,6.159,0,0,0,0,0,0,0,0,0,0,0,1
920,5.7,28,439,2.931662870159453,1.95,0,1,0,0,0,0,0,0,0,0,0,0
921,4.7,39,854,2.2862997658079625,3.63,0,1,0,0,0,0,0,0,0,0,0,0
922,5.6,23,240,2.9520833333333334,1.8230000000000002,0,1,0,0,0,0,0,0,0,0,0,0
923,6.2,239,1440,3.1590277777777778,6.843,1,0,0,0,0,0,0,0,0,0,0,0
924,7.3,129,466,3.6566523605150216,5.245,0,0,0,0,0,0,0,0,1,0,0,0
925,7.6,44,536,3.835820895522388,3.4339999999999997,0,0,0,1,0,0,0,0,0,0,0,0
926,4.6,251,2443,2.170487106017192,12.798,0,0,0,1,0,0,0,0,0,0,0,0
927,4.3,37,1140,2.2605263157894737,2.4419999999999997,0,0,0,1,0,0,0,0,0,0,0,0
928,5.3,15,118,2.4576271186440684,2.613,1,0,0,0,0,0,0,0,0,0,0,0
929,5.9,172,1840,3.03125,6.827000000000001,0,0,0,1,0,0,0,0,0,0,0,0
930,3.8,13,294,2.142857142857143,1.4,0,0,0,1,0,0,0,0,0,0,0,0
931,5.2,68,498,2.3373493975903616,5.008,0,0,0,0,1,0,0,0,0,0,0,0
932,7.2,260,3360,3.7169642857142855,6.853,0,0,0,0,1,0,0,0,0,0,0,0
933,5.0,12,199,3.1758793969849246,1.287,0,0,0,0,0,0,0,0,1,0,0,0
934,5.7,18,1089,3.3526170798898067,1.4169999999999998,1,0,0,0,0,0,0,0,0,0,0,0
935,6.0,1372,14511,2.958893253393977,11.184000000000001,0,0,0,0,1,0,0,0,0,0,0,0
936,4.5,18,170,2.0617647058823527,1.5219999999999998,0,0,0,0,1,0,0,0,0,0,0,0
937,7.5,43,351,3.58974358974359,2.9730000000000003,0,0,0,0,0,0,0,0,0,0,1,0
938,5.5,1769,9913,2.384545546252396,9.709,0,0,0,0,1,0,0,0,0,0,0,0
939,6.3,102,5559,3.3317143371109914,7.212000000000001,0,0,0,0,1,0,0,0,0,0,0,0
940,7.2,2181,11197,3.741805840850228,10.697000000000001,0,0,0,0,1,0,0,0,0,0,0,0
941,6.0,84,4569,3.611950098489823,7.19,0,0,0,0,1,0,0,0,0,0,0,0
942,5.6,71,656,2.6082317073170733,7.22,0,0,0,0,1,0,0,0,0,0,0,0
943,6.0,167,3494,2.976244991413852,5.81,0,0,0,0,1,0,0,0,0,0,0,0
944,6.7,77,1873,3.5651361452215697,4.837,0,0,1,0,0,0,0,0,0,0,0,0
945,6.4,519,5221,3.3841218157441104,7.48,0,0,0,0,0,1,0,0,0,0,0,0
946,5.7,580,6403,2.8720131188505387,7.4639999999999995,0,0,0,0,0,1,0,0,0,0,0,0
947,6.2,197,3799,3.2012371676757043,7.149,0,0,0,0,0,1,0,0,0,0,0,0
948,5.8,18,294,3.1003401360544216,1.875,0,0,0,0,0,1,0,0,0,0,0,0
949,6.5,52,1128,3.5576241134751774,3.748,0,0,0,0,0,1,0,0,0,0,0,0
950,6.5,6,129,3.228682170542636,1.962,0,0,0,0,0,0,0,0,1,0,0,0
951,7.9,199,900,3.9916666666666663,6.087999999999999,0,0,0,0,0,0,0,1,0,0,0,0
952,6.9,37,991,3.5363269424823414,2.787,0,0,0,0,0,0,0,0,1,0,0,0
953,6.0,19,272,3.1286764705882355,1.882,0,0,0,0,0,0,0,0,1,0,0,0
954,7.9,4351,12173,3.711081902571265,15.249,0,0,0,0,0,1,0,0,0,0,0,0
955,6.7,717,14472,3.3293946932006637,8.931000000000001,0,0,0,0,0,1,0,0,0,0,0,0
956,5.5,1470,8917,2.6623303801727043,11.639000000000001,0,0,0,0,0,1,0,0,0,0,0,0
957,6.6,520,8820,3.6570861678004536,7.999,0,0,0,0,0,1,0,0,0,0,0,0
958,6.8,38,2871,3.806861720654824,2.735,1,0,0,0,0,0,0,0,0,0,0,0
959,7.2,312,3426,3.6436077057793343,5.689,1,0,0,0,0,0,0,0,0,0,0,0
960,6.6,4055,26818,2.9984898202699686,14.125,0,0,0,0,0,0,1,0,0,0,0,0
961,6.5,1221,11088,3.134469696969697,7.905,0,0,0,0,0,0,1,0,0,0,0,0
962,5.8,102,1019,3.1221786064769383,4.1930000000000005,0,0,0,0,0,0,1,0,0,0,0,0
963,6.3,898,4698,2.8264154959557257,6.474,0,0,0,0,0,0,1,0,0,0,0,0
964,7.1,1033,11000,3.731363636363637,10.892000000000001,0,0,0,0,0,0,1,0,0,0,0,0
965,6.5,2706,28747,3.522854558736564,11.939,0,0,0,0,0,0,1,0,0,0,0,0
966,7.6,616,8259,3.828490131977237,8.891,0,0,0,0,0,0,0,0,0,1,0,0
967,7.7,2965,32726,3.9105756890545744,11.042,0,0,0,0,0,0,0,0,0,0,0,1
968,7.2,599,10219,3.680497113220472,6.992999999999999,0,0,0,0,0,0,0,0,0,0,0,1
969,6.7,57,1775,3.787605633802817,2.653,0,0,0,0,0,0,0,1,0,0,0,0
970,7.3,1004,10284,3.63277907429016,9.87,0,0,0,0,0,1,0,0,0,0,0,0
971,6.5,663,2985,2.755778894472362,10.933,0,1,0,0,0,0,0,0,0,0,0,0
972,5.8,524,2043,2.443220753793441,8.072000000000001,0,0,0,0,0,0,0,1,0,0,0,0
973,5.2,488,1582,2.323640960809102,10.41,0,0,0,0,0,0,0,0,1,0,0,0
974,5.3,349,1181,2.035563082133785,10.292,0,0,0,0,1,0,0,0,0,0,0,0
975,4.8,341,1370,1.8186131386861315,8.593,0,0,0,0,0,0,1,0,0,0,0,0
976,5.9,424,1129,2.3923826395039858,10.192,0,0,0,0,0,0,0,0,0,1,0,0
977,6.4,1124,2948,2.828527815468114,10.051,0,0,0,0,0,0,0,0,0,0,1,0
978,5.9,630,1390,2.288129496402877,6.904,0,0,0,0,0,0,0,0,0,0,1,0
979,5.6,544,1114,2.0412926391382404,9.823,0,0,0,0,0,0,0,1,0,0,0,0
980,5.8,259,1652,2.4972760290556897,6.312,0,0,0,0,1,0,0,0,0,0,0,0
981,4.8,190,1219,2.046349466776046,7.797999999999999,0,0,0,0,0,1,0,0,0,0,0,0
982,6.0,220,1252,2.6561501597444095,6.818,0,0,0,0,0,0,0,1,0,0,0,0
983,7.1,2176,20905,3.6899545563262377,14.077,0,0,1,0,0,0,0,0,0,0,0,0
984,6.8,1645,15956,3.316746051642016,10.892000000000001,0,0,0,0,0,0,1,0,0,0,0,0
985,6.6,1304,11055,3.2145635459068296,8.631,0,0,0,0,1,0,0,0,0,0,0,0
986,6.3,1161,5536,2.7462969653179186,11.4,0,0,0,0,0,1,0,0,0,0,0,0
987,6.4,2046,16837,3.2736532636455427,10.292,0,0,0,0,0,0,1,0,0,0,0,0
988,7.7,6473,25529,3.527263112538681,11.293,0,0,0,0,0,0,0,0,0,0,1,0
989,7.4,5103,25117,3.3126766731695665,7.287000000000001,0,0,0,0,1,0,0,0,0,0,0,0
990,7.2,490,8694,3.8551874856222685,8.798,0,0,0,0,0,0,0,0,0,0,0,1
991,7.3,368,3087,3.6260123096857786,7.416,0,0,0,0,0,0,0,1,0,0,0,0
