,popularity,country,genre,january,february,march,april,may,june,july,august,september,october,november,december
1543,5.0569999999999995,USA,Crime,0,0,1,0,0,0,0,0,0,0,0,0
1544,3.602,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1545,7.146,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1546,1.923,Australia,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1547,1.239,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1548,8.046,USA,Adventure,0,0,1,0,0,0,0,0,0,0,0,0
1549,4.9,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1550,6.257999999999999,UK,Drama,0,1,0,0,0,0,0,0,0,0,0,0
1551,8.116,USA,Comedy,0,0,0,0,0,1,0,0,0,0,0,0
1552,3.72,USA,Drama,0,0,0,0,0,0,0,1,0,0,0,0
1553,2.131,UK,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1554,8.317,France,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1555,5.345,USA,Comedy,0,1,0,0,0,0,0,0,0,0,0,0
1556,8.033,USA,Comedy,0,0,0,0,0,1,0,0,0,0,0,0
1557,1.022,USA,Action,0,0,0,0,0,0,0,0,0,1,0,0
1558,2.108,UK,Adventure,0,0,0,0,0,0,0,1,0,0,0,0
1559,6.273,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1560,6.068,USA,Comedy,0,0,0,0,0,0,0,0,0,0,0,1
1561,5.736000000000001,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1562,2.158,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1563,7.29,USA,Animation,0,0,0,0,0,0,0,0,0,0,1,0
1564,7.37,USA,Biography,0,0,1,0,0,0,0,0,0,0,0,0
1565,11.91,USA,Horror,0,0,1,0,0,0,0,0,0,0,0,0
1566,6.789,France,Adventure,0,0,0,0,0,0,0,0,0,1,0,0
1567,8.715,USA,Adventure,0,0,0,0,1,0,0,0,0,0,0,0
1568,3.145,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1569,3.04,USA,Comedy,0,1,0,0,0,0,0,0,0,0,0,0
1570,7.324,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1571,4.8469999999999995,USA,Drama,0,0,0,0,0,0,0,1,0,0,0,0
1572,6.153,USA,Drama,0,0,0,0,0,1,0,0,0,0,0,0
1573,5.395,USA,Action,0,0,0,0,0,0,0,0,0,0,1,0
1574,5.195,USA,Action,1,0,0,0,0,0,0,0,0,0,0,0
1575,6.166,USA,Drama,0,0,0,0,0,1,0,0,0,0,0,0
1576,2.34,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1577,8.334,USA,Action,0,0,1,0,0,0,0,0,0,0,0,0
1578,10.144,USA,Action,0,0,1,0,0,0,0,0,0,0,0,0
1579,9.312000000000001,USA,Action,0,0,1,0,0,0,0,0,0,0,0,0
1580,2.487,USA,Action,0,0,0,1,0,0,0,0,0,0,0,0
1581,1.218,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1582,11.209000000000001,USA,Action,0,0,0,1,0,0,0,0,0,0,0,0
1583,1.815,UK,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1584,7.665,USA,Biography,1,0,0,0,0,0,0,0,0,0,0,0
1585,3.083,USA,Drama,0,0,0,0,0,0,0,0,0,0,1,0
1586,7.02,USA,Comedy,0,0,0,0,0,0,0,0,0,0,0,1
1587,8.829,USA,Action,0,0,1,0,0,0,0,0,0,0,0,0
1588,4.662,USA,Drama,0,0,1,0,0,0,0,0,0,0,0,0
1589,5.531000000000001,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1590,2.175,Iran,Adventure,0,0,0,0,0,0,0,0,1,0,0,0
1591,2.924,USA,Drama,0,0,1,0,0,0,0,0,0,0,0,0
1592,3.465,UK,Horror,0,0,0,1,0,0,0,0,0,0,0,0
1593,0.895,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1594,5.527,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1595,6.692,USA,Drama,0,0,0,0,0,0,0,0,0,0,1,0
1596,7.031000000000001,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1597,7.02,USA,Biography,0,0,0,0,0,0,1,0,0,0,0,0
1598,5.501,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1599,7.473,UK,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1600,11.46,USA,Animation,0,0,1,0,0,0,0,0,0,0,0,0
1601,5.68,USA,Action,0,0,1,0,0,0,0,0,0,0,0,0
1602,10.084,USA,Adventure,0,0,0,0,0,0,0,0,0,0,0,1
1603,1.386,USA,Comedy,1,0,0,0,0,0,0,0,0,0,0,0
1604,1.256,USA,Adventure,0,0,0,0,0,0,0,0,0,1,0,0
1605,9.609,USA,Crime,0,0,0,0,0,0,0,0,0,0,1,0
1606,1.903,USA,Comedy,0,0,0,0,0,0,0,0,1,0,0,0
1607,5.774,USA,Drama,0,0,0,0,0,0,0,0,0,0,1,0
1608,6.821000000000001,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1609,7.99,USA,Crime,0,0,0,1,0,0,0,0,0,0,0,0
1610,5.547000000000001,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1611,6.05,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1612,7.895,UK,Drama,0,0,0,1,0,0,0,0,0,0,0,0
1613,1.9240000000000002,France,Drama,0,0,0,0,0,0,0,0,1,0,0,0
1614,6.409,USA,Comedy,0,0,0,0,0,0,0,0,0,0,1,0
1615,1.357,UK,Action,0,1,0,0,0,0,0,0,0,0,0,0
1616,8.415,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1617,15.704,USA,Action,0,0,0,0,0,1,0,0,0,0,0,0
1618,6.781000000000001,USA,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1619,7.32,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1620,13.193,USA,Crime,0,0,0,1,0,0,0,0,0,0,0,0
1621,6.314,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1622,5.289,UK,Comedy,0,0,0,0,0,1,0,0,0,0,0,0
1623,1.804,UK,Biography,0,0,0,0,1,0,0,0,0,0,0,0
1624,5.483,USA,Drama,0,0,0,1,0,0,0,0,0,0,0,0
1625,6.062,USA,Drama,0,0,0,1,0,0,0,0,0,0,0,0
1626,8.079,USA,Drama,0,0,0,0,1,0,0,0,0,0,0,0
1627,1.073,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1628,7.138,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1629,6.9,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1630,3.1210000000000004,USA,Drama,0,0,0,1,0,0,0,0,0,0,0,0
1631,3.272,USA,Horror,0,0,0,0,1,0,0,0,0,0,0,0
1632,5.121,USA,Action,0,0,0,0,0,0,0,0,0,1,0,0
1633,3.863,USA,Drama,0,0,0,1,0,0,0,0,0,0,0,0
1634,20.813000000000002,USA,Action,0,0,0,0,1,0,0,0,0,0,0,0
1635,3.162,USA,Adventure,0,0,0,0,1,0,0,0,0,0,0,0
1636,5.367999999999999,UK,Comedy,0,0,0,0,1,0,0,0,0,0,0,0
1637,11.39,USA,Action,0,0,0,0,1,0,0,0,0,0,0,0
1638,5.556,USA,Drama,0,0,0,0,1,0,0,0,0,0,0,0
1639,2.406,USA,Comedy,0,0,0,0,1,0,0,0,0,0,0,0
1640,3.8110000000000004,USA,Drama,0,0,0,0,0,1,0,0,0,0,0,0
1641,0.6,USA,Drama,0,0,0,0,0,1,0,0,0,0,0,0
1642,1.68,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1643,6.6,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1644,9.725,USA,Animation,0,0,0,0,1,0,0,0,0,0,0,0
1645,4.947,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1646,8.742,USA,Adventure,0,0,0,0,1,0,0,0,0,0,0,0
1647,6.023,USA,Comedy,0,0,0,0,1,0,0,0,0,0,0,0
1648,13.517000000000001,USA,Action,0,0,0,0,1,0,0,0,0,0,0,0
1649,7.359,USA,Action,0,0,0,0,1,0,0,0,0,0,0,0
1650,2.274,UK,Comedy,0,0,0,0,0,1,0,0,0,0,0,0
1651,11.237,USA,Action,0,0,0,0,0,1,0,0,0,0,0,0
1652,2.825,Spain,Horror,1,0,0,0,0,0,0,0,0,0,0,0
1653,4.898,USA,Adventure,0,0,0,0,0,0,0,1,0,0,0,0
1654,2.3169999999999997,USA,Adventure,0,0,0,0,0,1,0,0,0,0,0,0
1655,6.832000000000001,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1656,8.769,USA,Drama,0,0,0,0,0,0,0,1,0,0,0,0
1657,3.807,France,Animation,0,0,1,0,0,0,0,0,0,0,0,0
1658,3.79,USA,Action,0,1,0,0,0,0,0,0,0,0,0,0
1659,2.635,USA,Action,0,0,0,0,0,0,0,0,0,0,1,0
1660,6.916,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1661,12.842,USA,Action,0,0,0,0,0,0,0,0,0,0,1,0
1662,9.304,USA,Action,0,0,0,0,0,0,0,0,0,0,1,0
1663,5.662999999999999,USA,Action,0,0,0,0,0,0,0,0,0,1,0,0
1664,7.312,USA,Action,0,0,0,0,1,0,0,0,0,0,0,0
1665,8.919,UK,Horror,0,0,1,0,0,0,0,0,0,0,0,0
1666,5.447,USA,Horror,0,0,0,1,0,0,0,0,0,0,0,0
1667,5.086,USA,Action,0,1,0,0,0,0,0,0,0,0,0,0
1668,2.106,South Africa,Drama,0,0,0,0,0,0,0,0,1,0,0,0
1669,5.3629999999999995,USA,Comedy,0,0,0,0,1,0,0,0,0,0,0,0
1670,1.288,USA,Drama,0,0,0,1,0,0,0,0,0,0,0,0
1671,2.33,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1672,2.145,Canada,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1673,1.993,USA,Action,0,0,0,0,0,0,0,0,0,1,0,0
1674,11.388,USA,Action,0,0,0,0,0,1,0,0,0,0,0,0
1675,3.602,UK,Romance,0,0,1,0,0,0,0,0,0,0,0,0
1676,2.556,Germany,Drama,0,0,0,0,0,0,1,0,0,0,0,0
1677,7.66,USA,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1678,6.36,USA,Action,1,0,0,0,0,0,0,0,0,0,0,0
1679,2.89,USA,Crime,0,0,0,0,1,0,0,0,0,0,0,0
1680,13.804,USA,Action,0,0,0,0,0,0,1,0,0,0,0,0
1681,6.718999999999999,USA,Comedy,0,0,0,0,0,1,0,0,0,0,0,0
1682,6.229,Germany,Action,0,0,0,0,0,1,0,0,0,0,0,0
1683,6.545,USA,Animation,0,0,0,0,0,1,0,0,0,0,0,0
1684,2.675,USA,Drama,0,0,0,0,0,0,1,0,0,0,0,0
1685,9.046,UK,Animation,0,0,0,0,0,1,0,0,0,0,0,0
1686,10.525,USA,Comedy,0,0,0,0,0,1,0,0,0,0,0,0
1687,13.788,USA,Action,0,0,0,0,0,1,0,0,0,0,0,0
1688,8.991,USA,Animation,0,0,0,0,0,1,0,0,0,0,0,0
1689,9.274,USA,Action,0,0,0,0,0,1,0,0,0,0,0,0
1690,3.6189999999999998,USA,Biography,0,0,0,0,0,0,0,0,0,0,1,0
1691,7.814,USA,Action,0,1,0,0,0,0,0,0,0,0,0,0
1692,5.662000000000001,USA,Action,0,0,0,0,1,0,0,0,0,0,0,0
1693,4.498,USA,Crime,0,0,0,0,0,0,0,0,0,1,0,0
1694,6.772,USA,Action,1,0,0,0,0,0,0,0,0,0,0,0
1695,5.466,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1696,2.569,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1697,7.551,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1698,15.779000000000002,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1699,6.682,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1700,1.212,USA,Action,0,0,0,0,0,0,1,0,0,0,0,0
1701,1.913,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1702,1.462,USA,Drama,0,0,0,0,0,0,1,0,0,0,0,0
1703,9.714,USA,Drama,0,0,0,0,0,0,1,0,0,0,0,0
1704,7.446000000000001,USA,Action,1,0,0,0,0,0,0,0,0,0,0,0
1705,6.347,USA,Comedy,0,0,0,0,1,0,0,0,0,0,0,0
1706,4.937,USA,Action,0,0,0,1,0,0,0,0,0,0,0,0
1707,2.085,UK,Adventure,0,0,0,0,0,0,1,0,0,0,0,0
1708,8.72,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1709,4.32,France,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1710,7.093,USA,Drama,0,0,0,0,0,0,0,1,0,0,0,0
1711,6.8420000000000005,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1712,7.196000000000001,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1713,11.171,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1714,2.49,Australia,Comedy,0,0,0,0,0,0,0,0,1,0,0,0
1715,5.1,UK,Comedy,0,0,0,0,0,0,0,0,1,0,0,0
1716,5.481,USA,Drama,0,0,0,1,0,0,0,0,0,0,0,0
1717,6.232,USA,Action,0,0,0,0,0,0,1,0,0,0,0,0
1718,6.138,USA,Fantasy,1,0,0,0,0,0,0,0,0,0,0,0
1719,7.417999999999999,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1720,10.823,USA,Comedy,0,0,0,0,0,0,0,0,0,0,1,0
1721,2.653,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1722,3.34,Germany,Biography,0,1,0,0,0,0,0,0,0,0,0,0
1723,6.709,USA,Crime,0,0,0,0,0,0,0,1,0,0,0,0
1724,5.8839999999999995,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1725,3.3689999999999998,Ireland,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1726,9.827,USA,Horror,0,0,0,0,0,0,0,1,0,0,0,0
1727,1.569,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1728,11.953,USA,Comedy,0,0,0,0,0,0,0,0,0,0,0,1
1729,9.183,USA,Comedy,0,0,0,0,0,1,0,0,0,0,0,0
1730,6.482,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1731,5.8839999999999995,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1732,3.068,USA,Crime,0,0,0,0,0,0,0,1,0,0,0,0
1733,2.7110000000000003,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1734,7.81,USA,Action,0,0,0,0,0,0,0,0,1,0,0,0
1735,5.729,Germany,Comedy,0,0,0,0,0,0,0,0,1,0,0,0
1736,5.397,USA,Crime,0,0,0,0,0,0,0,0,1,0,0,0
1737,5.565,USA,Action,0,0,0,0,0,0,0,0,1,0,0,0
1738,8.572000000000001,USA,Adventure,0,0,0,0,0,0,0,0,1,0,0,0
1739,4.617,Canada,Action,0,0,0,0,0,0,0,0,1,0,0,0
1740,4.369,USA,Comedy,0,0,0,0,0,0,0,0,1,0,0,0
1741,1.486,USA,Action,0,0,0,0,0,0,0,0,1,0,0,0
1742,3.918,USA,Comedy,0,0,0,0,0,0,0,0,1,0,0,0
1743,6.62,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1744,1.895,USA,Drama,0,0,0,0,0,0,0,0,1,0,0,0
1745,1.984,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1746,4.609,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1747,8.846,USA,Biography,0,0,0,0,0,0,0,0,1,0,0,0
1748,7.941,UK,Horror,0,0,0,0,0,0,0,0,1,0,0,0
1749,8.96,UK,Horror,0,0,0,0,0,0,0,0,0,0,0,1
1750,7.729,USA,Horror,0,0,0,0,0,0,0,0,1,0,0,0
1751,4.312,Germany,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1752,2.295,USA,Comedy,0,0,0,0,0,0,0,0,1,0,0,0
1753,2.419,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1754,1.594,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1755,5.157,USA,Animation,0,0,0,0,0,0,0,0,0,1,0,0
1756,6.5520000000000005,USA,Action,0,0,0,0,0,0,0,0,0,1,0,0
1757,15.54,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1758,7.013999999999999,USA,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1759,5.598,USA,Drama,0,0,0,0,1,0,0,0,0,0,0,0
1760,5.324,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1761,4.845,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1762,3.0469999999999997,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1763,3.582,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1764,9.664,UK,Drama,0,0,0,0,0,0,0,0,0,0,1,0
1765,10.831,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1766,9.411,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1767,9.302,Hong Kong,Action,0,0,0,0,0,0,0,0,0,1,0,0
1768,5.912999999999999,USA,Adventure,0,0,0,0,0,0,0,0,0,1,0,0
1769,5.7139999999999995,Germany,Adventure,0,0,0,0,0,0,0,0,0,1,0,0
1770,4.6930000000000005,France,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1771,9.935,USA,Action,0,0,0,0,0,0,0,0,0,0,1,0
1772,6.222,USA,Drama,0,0,0,0,0,0,0,0,0,0,1,0
1773,8.029,USA,Comedy,0,0,0,0,0,0,0,0,0,0,1,0
1774,9.036,USA,Biography,0,0,0,0,0,0,0,0,0,0,1,0
1775,10.806,USA,Action,0,0,0,0,0,0,0,0,0,0,1,0
1776,6.659,USA,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1777,7.063,USA,Action,0,0,0,0,0,0,0,0,0,0,1,0
1778,5.568,USA,Drama,0,0,0,0,0,0,0,0,0,0,1,0
1779,15.72,USA,Comedy,0,0,0,0,0,0,0,0,0,0,1,0
1780,4.801,Germany,Animation,0,0,0,0,0,0,0,0,0,0,1,0
1781,6.648,USA,Adventure,0,0,0,0,0,0,0,0,0,0,1,0
1782,5.546,UK,Biography,0,0,0,0,0,0,0,0,0,0,0,1
1783,18.641,USA,Drama,0,0,0,0,0,0,0,0,0,0,1,0
1784,12.592,Taiwan,Action,1,0,0,0,0,0,0,0,0,0,0,0
1785,7.5729999999999995,USA,Action,0,0,0,0,0,0,0,0,0,0,0,1
1786,7.2860000000000005,USA,Action,0,0,0,0,0,0,0,0,0,0,0,1
1787,4.865,USA,Action,0,0,0,0,0,0,0,0,0,0,0,1
1788,6.614,USA,Comedy,0,1,0,0,0,0,0,0,0,0,0,0
1789,14.777999999999999,UK,Action,0,0,0,0,0,0,1,0,0,0,0,0
1790,7.736000000000001,USA,Animation,0,0,0,0,0,0,0,1,0,0,0,0
1791,7.098,USA,Crime,0,0,0,0,0,0,0,0,0,0,0,1
1792,9.094,USA,Biography,1,0,0,0,0,0,0,0,0,0,0,0
1793,5.942,USA,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1794,14.002,UK,Comedy,1,0,0,0,0,0,0,0,0,0,0,0
1795,3.866,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1796,9.333,UK,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1797,10.466,USA,Comedy,0,0,0,0,0,0,0,0,0,0,0,1
1798,12.594000000000001,USA,Animation,0,0,0,0,0,0,0,0,0,0,0,1
1799,5.127000000000001,USA,Biography,0,0,1,0,0,0,0,0,0,0,0,0
1800,9.696,USA,Comedy,0,0,0,0,0,0,0,0,0,0,0,1
1801,5.957000000000001,USA,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1802,6.971,USA,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1803,14.708,USA,Adventure,0,0,0,0,0,0,0,0,0,0,0,1
1804,8.852,USA,Comedy,0,0,0,0,0,0,0,0,0,0,0,1
1805,2.8510000000000004,UK,Romance,0,0,1,0,0,0,0,0,0,0,0,0
1806,13.798,USA,Action,0,0,0,0,0,0,0,0,0,0,0,1
1807,8.782,UK,Adventure,0,1,0,0,0,0,0,0,0,0,0,0
1808,2.841,USA,Drama,0,0,0,0,0,0,1,0,0,0,0,0
1809,4.569,France,Comedy,1,0,0,0,0,0,0,0,0,0,0,0
1810,9.781,USA,Action,0,0,0,0,0,0,0,0,0,0,0,1
1811,5.625,USA,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1812,11.394,USA,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1813,8.913,USA,Crime,1,0,0,0,0,0,0,0,0,0,0,0
1814,2.293,UK,Drama,0,1,0,0,0,0,0,0,0,0,0,0
1815,5.367999999999999,UK,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1816,6.337000000000001,USA,Crime,0,0,0,0,0,0,0,0,0,1,0,0
1817,2.908,USA,Action,0,0,0,0,0,0,0,0,0,1,0,0
1818,5.599,USA,Comedy,0,0,0,0,0,1,0,0,0,0,0,0
1819,5.486000000000001,USA,Crime,0,0,0,1,0,0,0,0,0,0,0,0
1820,5.91,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1821,6.294,USA,Action,1,0,0,0,0,0,0,0,0,0,0,0
1822,5.443,USA,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1823,2.927,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1824,5.25,USA,Crime,1,0,0,0,0,0,0,0,0,0,0,0
1825,2.129,USA,Drama,0,1,0,0,0,0,0,0,0,0,0,0
1826,4.947,USA,Drama,0,0,0,0,0,0,0,0,0,1,0,0
1827,8.292,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1828,3.386,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1829,5.013999999999999,USA,Action,0,1,0,0,0,0,0,0,0,0,0,0
1830,4.887,USA,Comedy,0,1,0,0,0,0,0,0,0,0,0,0
1831,6.412999999999999,USA,Comedy,1,0,0,0,0,0,0,0,0,0,0,0
1832,6.824,Germany,Comedy,1,0,0,0,0,0,0,0,0,0,0,0
1833,3.6889999999999996,USA,Comedy,0,0,0,0,0,0,0,0,1,0,0,0
1834,5.733,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1835,1.317,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1836,5.803999999999999,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1837,3.548,USA,Action,0,0,0,0,0,0,0,0,1,0,0,0
1838,11.325999999999999,USA,Action,0,0,0,0,1,0,0,0,0,0,0,0
1839,0.6,USA,Adventure,0,0,0,0,0,0,0,0,0,1,0,0
1840,1.9909999999999999,USA,Drama,0,0,0,0,0,0,0,0,1,0,0,0
1841,2.2,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1842,8.123,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1843,1.9040000000000001,USA,Crime,0,0,1,0,0,0,0,0,0,0,0,0
1844,2.638,USA,Comedy,1,0,0,0,0,0,0,0,0,0,0,0
1845,5.531000000000001,UK,Biography,0,0,0,0,0,0,0,0,0,0,1,0
1846,1.775,USA,Drama,0,1,0,0,0,0,0,0,0,0,0,0
1847,2.291,UK,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1848,0.84,USA,Action,0,1,0,0,0,0,0,0,0,0,0,0
1849,2.167,USA,Comedy,0,0,0,0,0,0,0,1,0,0,0,0
1850,6.279,USA,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1851,4.987,USA,Comedy,0,0,0,0,1,0,0,0,0,0,0,0
1852,3.2119999999999997,USA,Action,0,0,0,1,0,0,0,0,0,0,0,0
1853,2.035,UK,Crime,0,0,0,0,1,0,0,0,0,0,0,0
1854,5.462000000000001,USA,Drama,0,0,0,0,0,0,0,0,0,0,1,0
1855,3.4210000000000003,UK,Thriller,0,0,0,0,0,0,0,1,0,0,0,0
1856,2.011,USA,Drama,0,0,0,0,1,0,0,0,0,0,0,0
1857,1.4,Italy,Drama,0,1,0,0,0,0,0,0,0,0,0,0
1858,1.077,USA,Drama,1,0,0,0,0,0,0,0,0,0,0,0
1859,2.1590000000000003,USA,Comedy,0,0,0,0,0,0,0,0,0,0,1,0
1860,1.974,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1861,5.1979999999999995,UK,Comedy,0,1,0,0,0,0,0,0,0,0,0,0
1862,4.186,USA,Comedy,0,0,0,0,1,0,0,0,0,0,0,0
1863,1.9169999999999998,USA,Comedy,1,0,0,0,0,0,0,0,0,0,0,0
1864,2.483,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1865,8.372,USA,Action,0,0,0,0,0,0,1,0,0,0,0,0
1866,3.2,USA,Drama,0,1,0,0,0,0,0,0,0,0,0,0
1867,3.5839999999999996,USA,Action,0,0,0,0,1,0,0,0,0,0,0,0
1868,15.957,USA,Adventure,0,0,0,0,0,0,1,0,0,0,0,0
1869,1.9980000000000002,USA,Action,0,0,0,0,0,0,0,0,0,0,0,1
1870,5.1080000000000005,USA,Comedy,0,0,0,0,0,0,0,0,0,1,0,0
1871,8.172,USA,Comedy,0,0,0,0,0,0,1,0,0,0,0,0
1872,2.112,USA,Comedy,0,0,0,0,0,0,0,0,0,0,1,0
1873,1.848,USA,Fantasy,0,0,0,0,0,0,1,0,0,0,0,0
1874,1.273,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1875,6.72,USA,Comedy,0,1,0,0,0,0,0,0,0,0,0,0
1876,7.091,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1877,6.17,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1878,0.6,UK,Drama,0,0,0,0,0,0,0,0,0,0,0,1
1879,1.188,USA,Comedy,0,1,0,0,0,0,0,0,0,0,0,0
1880,1.825,USA,Comedy,0,0,0,1,0,0,0,0,0,0,0,0
1881,2.88,USA,Crime,0,0,0,0,0,0,0,0,0,1,0,0
1882,1.308,USA,Action,0,0,0,0,0,0,0,1,0,0,0,0
1883,4.752,USA,Comedy,0,1,0,0,0,0,0,0,0,0,0,0
1884,5.556,USA,Horror,0,1,0,0,0,0,0,0,0,0,0,0
1885,8.98,Hong Kong,Drama,0,0,1,0,0,0,0,0,0,0,0,0
1886,2.074,USA,Crime,0,1,0,0,0,0,0,0,0,0,0,0
1887,7.584,USA,Action,0,1,0,0,0,0,0,0,0,0,0,0
1888,5.071000000000001,France,Biography,0,0,0,0,0,0,0,0,0,0,1,0
1889,5.502000000000001,USA,Animation,0,1,0,0,0,0,0,0,0,0,0,0
1890,7.478,USA,Drama,0,1,0,0,0,0,0,0,0,0,0,0
1891,5.18,USA,Animation,0,1,0,0,0,0,0,0,0,0,0,0
1892,5.103,USA,Action,0,1,0,0,0,0,0,0,0,0,0,0
1893,9.501,USA,Adventure,0,0,1,0,0,0,0,0,0,0,0,0
1894,5.205,USA,Action,0,0,1,0,0,0,0,0,0,0,0,0
1895,3.239,USA,Crime,0,0,0,0,0,0,0,0,1,0,0,0
1896,6.42,USA,Action,0,0,1,0,0,0,0,0,0,0,0,0
1897,5.664,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
1898,3.325,USA,Comedy,0,0,1,0,0,0,0,0,0,0,0,0
