tmdbId,original_language,original_title,popularity,release_date,title,score_tmdb,votes_tmdb,movieId,imdbId,genres,year,worldwide_gross,budget,company,country,director,domestic_gross,runtime,score_imdb,star,votes_imdb,writer,votes_ml,score_ml
193,en,Star Trek: Generations,5.851,1994-11-17,Star Trek: Generations,6.5,635,329,111280,Adventure|Drama|Sci-Fi,1994.0,120000000.0,35000000.0,Paramount Pictures,USA,David Carson,75668868.0,118,6.6,Patrick Stewart,64703,Gene Roddenberry,30053,3.343942368482348
25066,en,Tales from the Hood,3.479,1995-05-24,Tales from the Hood,5.9,53,330,114609,Action|Crime|Horror,1995.0,12000000.0,6000000.0,40 Acres & A Mule Filmworks,USA,Rusty Cundieff,11797927.0,98,6.2,Clarence Williams III,5082,Rusty Cundieff,1608,2.8097014925373136
46797,en,Tom & Viv,1.036,1994-04-15,Tom & Viv,5.6,11,331,111454,Drama,1994.0,0.0,0.0,British Screen Productions,UK,Brian Gilbert,538534.0,100,6.5,Willem Dafoe,1357,Michael Hastings,581,3.287435456110155
12122,en,Village of the Damned,6.448,1995-04-28,Village of the Damned,5.9,298,332,114852,Horror|Sci-Fi,1995.0,0.0,22000000.0,Universal Pictures,USA,John Carpenter,9417567.0,99,5.6,Christopher Reeve,23569,John Wyndham,2280,2.775219298245614
11381,en,Tommy Boy,7.15,1995-03-31,Tommy Boy,6.8,473,333,114694,Comedy,1995.0,32648673.0,0.0,Broadway Pictures,USA,Peter Segal,32700000.0,97,7.1,Chris Farley,66163,Bonnie Turner,13032,3.3553944137507674
32636,en,Vanya on 42nd Street,3.564,1994-09-13,Vanya on 42nd Street,7.1,27,334,111590,Drama,1994.0,0.0,0.0,Channel Four Films,USA,Louis Malle,1746050.0,119,7.5,Wallace Shawn,3622,Anton Chekhov,1678,3.816746126340882
36141,en,The Underneath,2.428,1995-04-28,The Underneath,5.7,25,335,114788,Mystery|Thriller,1995.0,0.0,6500000.0,Populist Pictures,USA,Steven Soderbergh,536023.0,99,6.2,Peter Gallagher,2718,Don Tracy,413,3.265133171912833
95963,en,The Walking Dead,0.795,1995-02-24,The Walking Dead,7.1,5,336,114888,Drama|War,1995.0,0.0,15000000.0,Savoy Pictures,USA,Preston A. Whitmore II,6014340.0,88,4.8,Allen Payne,652,Preston A. Whitmore II,313,2.857827476038339
1587,en,What's Eating Gilbert Grape,10.613,1993-12-17,What's Eating Gilbert Grape,7.6,1700,337,108550,Drama,1993.0,10032765.0,11000000.0,Paramount Pictures,USA,Lasse Hallström,9170214.0,118,7.8,Johnny Depp,183569,Peter Hedges,19633,3.7492741812254877
9271,en,Virtuosity,5.93,1995-08-04,Virtuosity,5.5,239,338,114857,Action|Sci-Fi|Thriller,1995.0,24048000.0,30000000.0,Paramount Pictures,USA,Brett Leonard,24048000.0,106,5.6,Denzel Washington,24720,Eric Bernt,4925,2.99005076142132
2064,en,While You Were Sleeping,8.287,1995-04-21,While You Were Sleeping,6.7,657,339,114924,Comedy|Romance,1995.0,182057016.0,17000000.0,Hollywood Pictures,USA,Jon Turteltaub,81057016.0,103,6.7,Sandra Bullock,76882,Daniel G. Sullivan,25959,3.5079741130243844
19855,en,The War,4.384,1994-11-04,The War,6.5,65,340,111667,Adventure|Drama|War,1994.0,0.0,0.0,Island World,USA,Jon Avnet,16551365.0,126,6.7,Elijah Wood,10752,Kathy McWorter,1522,3.3728646517739818
60855,en,Double Happiness,0.84,1994-09-07,Double Happiness,5.8,4,341,109655,Drama,1994.0,759393.0,0.0,British Columbia Film Commission,Canada,Mina Shum,759393.0,87,7.2,Sandra Oh,961,Mina Shum,413,3.5871670702179177
48287,en,The Baby-Sitters Club,3.473,1995-08-18,The Baby-Sitters Club,5.2,35,343,112435,Children,1995.0,0.0,6500000.0,Beacon Communications,USA,Melanie Mayron,9685976.0,94,5.7,Schuyler Fisk,4594,Ann M. Martin,1011,2.666172106824926
3049,en,Ace Ventura: Pet Detective,10.5,1994-02-04,Ace Ventura: Pet Detective,6.5,2913,344,109040,Comedy,1994.0,107217396.0,12000000.0,Morgan Creek Productions,USA,Tom Shadyac,72217000.0,86,6.9,Jim Carrey,232964,Jack Bernstein,45608,2.989431678652868
11382,en,Bullets Over Broadway,5.857,1994-10-14,Bullets Over Broadway,7.2,216,348,109348,Comedy,1994.0,0.0,20000000.0,Miramax,USA,Woody Allen,13383737.0,98,7.5,John Cusack,31237,Woody Allen,8563,3.6813032815602007
9331,en,Clear and Present Danger,11.722,1994-08-03,Clear and Present Danger,6.6,607,349,109444,Action|Crime|Drama|Thriller,1994.0,215887717.0,62000000.0,Mace Neufeld Productions,USA,Phillip Noyce,122187717.0,141,6.9,Harrison Ford,74328,Tom Clancy,34547,3.6675977653631286
10731,en,The Client,8.275,1994-07-20,The Client,6.5,484,350,109446,Drama|Mystery|Thriller,1994.0,117615211.0,45000000.0,Warner Bros.,USA,Joel Schumacher,92115211.0,119,6.7,Susan Sarandon,49609,John Grisham,16960,3.465123820754717
10464,en,"Corrina, Corrina",4.95,1994-08-12,"Corrina, Corrina",6.5,177,351,109484,Comedy|Drama|Romance,1994.0,0.0,0.0,New Line Cinema,USA,Jessie Nelson,20160000.0,115,6.5,Ray Liotta,10650,Jessie Nelson,3899,3.3044370351372145
34152,en,Crooklyn,2.724,1994-05-13,Crooklyn,7.2,45,352,109504,Comedy|Drama,1994.0,0.0,14000000.0,Universal Pictures,USA,Spike Lee,13640000.0,115,6.9,Alfre Woodard,6583,Cinqué Lee,1398,3.263948497854077
9495,en,The Crow,10.842,1994-05-11,The Crow,7.4,1692,353,109506,Action|Crime|Fantasy|Thriller,1994.0,94000000.0,23000000.0,Crowvision Inc.,USA,Alex Proyas,50693162.0,102,7.6,Brandon Lee,144969,James O'Barr,18091,3.5139848543474654
29973,en,Cobb,2.757,1994-12-02,Cobb,6.2,36,354,109450,Drama,1994.0,1007583.0,0.0,Alcor Films,USA,Ron Shelton,1007583.0,128,6.5,Tommy Lee Jones,6227,Al Stump,1275,3.1498039215686275
888,en,The Flintstones,6.856,1994-05-26,The Flintstones,5.2,1101,355,109813,Children|Comedy|Fantasy,1994.0,341631208.0,46000000.0,Universal Pictures,USA,Brian Levant,130512915.0,91,4.8,John Goodman,64538,Tom S. Parker,11784,2.4150967413441955
13,en,Forrest Gump,26.173,1994-07-06,Forrest Gump,8.4,13851,356,109830,Comedy|Drama|Romance|War,1994.0,677945399.0,55000000.0,Paramount Pictures,USA,Robert Zemeckis,330252182.0,142,8.8,Tom Hanks,1402876,Winston Groom,97040,4.056584913437757
712,en,Four Weddings and a Funeral,8.429,1994-03-09,Four Weddings and a Funeral,6.7,1182,357,109831,Comedy|Romance,1994.0,254700832.0,4400000.0,PolyGram Filmed Entertainment,UK,Mike Newell,52700832.0,117,7.1,Hugh Grant,115440,Richard Curtis,30236,3.644628919169202
16295,en,Higher Learning,4.96,1995-01-11,Higher Learning,6.6,85,358,113305,Drama,1995.0,38290723.0,0.0,Columbia Pictures Corporation,USA,John Singleton,38290723.0,127,6.5,Omar Epps,15576,John Singleton,2367,3.249260667511618
48992,en,I Like It Like That,0.6,1994-10-14,I Like It Like That,6.2,5,359,110091,Comedy|Drama|Romance,1994.0,1777020.0,0.0,Columbia Pictures Corporation,USA,Darnell Martin,1777020.0,104,6.8,Luna Lauren Velez,1290,Darnell Martin,286,3.291958041958042
10879,en,I Love Trouble,4.15,1994-06-29,I Love Trouble,5.4,80,360,110093,Action|Comedy,1994.0,61947267.0,45000000.0,Caravan Pictures,USA,Charles Shyer,30806194.0,123,5.2,Nick Nolte,10145,Nancy Meyers,2183,2.7308749427393497
10660,en,It Could Happen to You,6.927,1994-07-29,It Could Happen to You,6.4,251,361,110167,Comedy|Drama|Romance,1994.0,0.0,0.0,TriStar Pictures,USA,Andrew Bergman,37800323.0,101,6.3,Nicolas Cage,29594,Jane Anderson,5565,3.323719676549865
8587,en,The Lion King,22.33,1994-05-07,The Lion King,8.2,9544,364,110357,Adventure|Animation|Children|Drama|Musical|IMAX,1994.0,788241776.0,45000000.0,Walt Disney Pictures,USA,Roger Allers,312900000.0,88,8.5,Matthew Broderick,723070,Irene Mecchi,47305,3.811425853503858
1689,en,Little Buddha,7.74,1993-12-01,Little Buddha,6.2,162,365,107426,Drama,1993.0,4858139.0,35000000.0,Recorded Picture Company (RPC),Italy,Bernardo Bertolucci,4858139.0,123,6.0,Keanu Reeves,13197,Bernardo Bertolucci,1968,3.1661585365853657
11596,en,New Nightmare,9.881,1994-10-13,New Nightmare,6.4,517,366,111686,Drama|Horror|Mystery|Thriller,1994.0,18090181.0,8000000.0,New Line Cinema,USA,Wes Craven,18090181.0,112,6.4,Heather Langenkamp,41464,Wes Craven,2952,2.9798441734417342
854,en,The Mask,24.702,1994-07-29,The Mask,6.8,4850,367,110475,Action|Comedy|Crime|Fantasy,1994.0,351583407.0,18000000.0,New Line Cinema,USA,Chuck Russell,119938730.0,101,6.9,Jim Carrey,286352,Michael Fallon,38699,3.1814000361766452
9359,en,Maverick,6.458,1994-05-20,Maverick,6.7,718,368,110478,Adventure|Comedy|Western,1994.0,0.0,75000000.0,Donner/Shuler-Donner Productions,USA,Richard Donner,101631272.0,127,7.0,Mel Gibson,88132,Roy Huggins,18954,3.4052178959586366
23333,en,Mrs. Parker and the Vicious Circle,3.455,1994-09-07,Mrs. Parker and the Vicious Circle,6.8,24,369,110588,Drama,1994.0,0.0,7000000.0,Fine Line Features,USA,Alan Rudolph,2144667.0,125,6.4,Jennifer Jason Leigh,3789,Alan Rudolph,1146,3.305410122164049
12280,en,The Paper,4.591,1994-03-18,The Paper,6.6,72,371,110771,Comedy|Drama,1994.0,0.0,6000000.0,Universal Pictures,USA,Ron Howard,38824341.0,112,6.6,Michael Keaton,11123,David Koepp,4421,3.258199502375028
2788,en,Reality Bites,7.356,1994-02-18,Reality Bites,6.6,311,372,110950,Comedy|Drama|Romance,1994.0,20079850.0,11500000.0,Jersey Films,USA,Ben Stiller,20982557.0,99,6.6,Winona Ryder,38652,Helen Childress,9198,3.260491411176343
11011,en,Ri¢hie Ri¢h,8.136,1994-12-19,Ri¢hie Ri¢h,5.5,924,374,110989,Children|Comedy,1994.0,0.0,40000000.0,Warner Bros.,USA,Donald Petrie,38087756.0,95,5.3,Macaulay Culkin,53644,Neil Tolkin,6086,2.4427374301675977
8987,en,The River Wild,8.286,1994-09-30,The River Wild,6.4,374,376,110997,Action|Thriller,1994.0,0.0,45000000.0,Universal Pictures,USA,Curtis Hanson,46815748.0,111,6.3,Meryl Streep,35146,Denis O'Neill,13206,3.29024685748902
1637,en,Speed,13.202,1994-06-09,Speed,6.9,2897,377,111257,Action|Romance|Thriller,1994.0,350448145.0,30000000.0,The Mark Gordon Company,USA,Jan de Bont,121248145.0,116,7.2,Keanu Reeves,279357,Graham Yost,46475,3.4866057019903174
15128,en,Speechless,3.419,1994-12-16,Speechless,5.8,42,378,111256,Comedy|Romance,1994.0,0.0,0.0,Forge,USA,Ron Underwood,20664501.0,99,5.7,Michael Keaton,4298,Robert King,2415,3.124430641821946
36955,en,True Lies,11.931,1994-07-15,True Lies,6.9,1830,380,111503,Action|Adventure|Comedy|Romance|Thriller,1994.0,378882411.0,115000000.0,Twentieth Century Fox Film Corporation,USA,James Cameron,146282411.0,141,7.2,Arnold Schwarzenegger,202934,Claude Zidi,50864,3.501710443535703
10449,en,When a Man Loves a Woman,7.041,1994-04-29,When a Man Loves a Woman,6.5,126,381,111693,Drama|Romance,1994.0,50021959.0,0.0,Touchstone Pictures,USA,Luis Mandoki,50021959.0,126,6.5,Meg Ryan,17718,Ronald Bass,5654,3.4036080650866642
10395,en,Wolf,7.025,1994-06-17,Wolf,6.0,390,382,111742,Drama|Horror|Romance|Thriller,1994.0,0.0,70000000.0,Columbia Pictures Corporation,USA,Mike Nichols,65012000.0,125,6.2,Jack Nicholson,46095,Jim Harrison,6049,3.0438088940320713
12160,en,Wyatt Earp,8.327,1994-06-24,Wyatt Earp,6.6,325,383,111756,Western,1994.0,25052000.0,63000000.0,Warner Bros.,USA,Lawrence Kasdan,25052000.0,191,6.7,Kevin Costner,38101,Dan Gordon,5498,3.200345580210986
40480,en,Bad Company,2.026,1995-01-20,Bad Company,4.6,19,384,112443,Action|Crime|Drama,1995.0,0.0,0.0,Touchstone Pictures,USA,Damian Harris,3700000.0,108,5.4,Ellen Barkin,2411,Ross Thomas,805,2.981366459627329
29444,en,S.F.W.,3.21,1994-09-15,S.F.W.,5.5,39,386,111048,Drama,1994.0,0.0,0.0,Polygram Filmed Entertainment,USA,Jefery Levy,63649.0,96,5.9,Stephen Dorff,4242,Andrew Wellman,381,2.822834645669291
26352,en,A Low Down Dirty Shame,3.993,1994-11-23,A Low Down Dirty Shame,5.9,46,387,110399,Action|Comedy,1994.0,29392418.0,10000000.0,Caravan Pictures,USA,Keenen Ivory Wayans,29392418.0,100,5.9,Keenen Ivory Wayans,4331,Keenen Ivory Wayans,741,2.659919028340081
22067,en,Jason's Lyric,2.643,1994-09-28,Jason's Lyric,7.1,19,391,110186,Crime|Drama,1994.0,20851521.0,7000000.0,"Jackson/McHenry Company,The",USA,Doug McHenry,20851521.0,120,6.6,Allen Payne,2838,Bobby Smith Jr.,441,3.1598639455782314
11667,en,Street Fighter,9.019,1994-12-22,Street Fighter,4.2,587,393,111301,Action|Adventure|Fantasy,1994.0,99423521.0,35000000.0,Capcom Entertainment,Japan,Steven E. de Souza,33423521.0,102,3.8,Jean-Claude Van Damme,56055,Steven E. de Souza,2537,1.9203783996846668
8011,en,Highlander III: The Sorcerer,6.683,1994-11-29,Highlander: The Final Dimension,4.6,188,405,110027,Action|Fantasy,1994.0,36800000.0,26000000.0,Fallingcloud,Canada,Andrew Morahan,13829734.0,99,4.3,Christopher Lambert,17307,Gregory Widen,3880,2.4545103092783505
18069,en,8 Seconds,3.091,1994-02-25,8 Seconds,7.6,38,408,109021,Drama,1994.0,0.0,7000000.0,Jersey Films,USA,John G. Avildsen,19604000.0,105,6.5,Luke Perry,4037,Monte Merrick,712,3.232443820224719
19092,en,Above the Rim,4.748,1994-03-23,Above the Rim,6.9,64,409,109035,Crime|Drama,1994.0,0.0,3500000.0,New Line Cinema,USA,Jeff Pollack,16036534.0,96,6.6,Duane Martin,11508,Jeff Pollack,489,3.0439672801635993
2758,en,Addams Family Values,9.931,1993-11-19,Addams Family Values,6.7,1101,410,106220,Children|Comedy|Fantasy,1993.0,48919043.0,75000000.0,Paramount Pictures,USA,Barry Sonnenfeld,48919043.0,94,6.6,Anjelica Huston,62350,Charles Addams,20625,3.008339393939394
10436,en,The Age of Innocence,5.048,1993-09-17,The Age of Innocence,7.0,357,412,106226,Drama,1993.0,32255440.0,30000000.0,Columbia Pictures Corporation,USA,Martin Scorsese,32200000.0,139,7.2,Daniel Day-Lewis,39143,Edith Wharton,4850,3.5522680412371135
13595,en,Airheads,7.268,1994-08-05,Airheads,5.8,326,413,109068,Comedy,1994.0,0.0,0.0,Twentieth Century Fox Film Corporation,USA,Michael Lehmann,5370000.0,92,6.1,Brendan Fraser,40298,Rich Wilkes,7033,2.8150149296175173
46094,en,The Air Up There,3.651,1994-01-07,The Air Up There,5.6,60,414,109067,Comedy,1994.0,21011500.0,17080000.0,Hollywood Pictures,USA,Paul Michael Glaser,21011500.0,107,5.5,Kevin Bacon,7663,Max Apple,936,2.6153846153846154
9409,en,Another Stakeout,5.252,1993-07-22,Another Stakeout,5.1,85,415,106292,Comedy|Thriller,1993.0,0.0,0.0,Touchstone Pictures,USA,John Badham,20208496.0,108,5.5,Richard Dreyfuss,11561,Jim Kouf,3321,2.8136103583258056
11853,en,Bad Girls,5.38,1994-04-22,Bad Girls,4.9,94,416,109198,Western,1994.0,15240435.0,0.0,Twentieth Century Fox Film Corporation,USA,Jonathan Kaplan,15240435.0,99,5.1,Madeleine Stowe,10190,Albert S. Ruddy,1848,2.705357142857143
16771,en,Barcelona,4.007,1994-07-29,Barcelona,6.7,32,417,109219,Comedy|Romance,1994.0,0.0,3200000.0,Barcelona Films,USA,Whit Stillman,7266973.0,101,7.0,Taylor Nichols,4843,Whit Stillman,3406,3.517615971814445
11041,en,The Beverly Hillbillies,6.4,1993-10-15,The Beverly Hillbillies,5.4,161,419,106400,Comedy,1993.0,0.0,0.0,Twentieth Century Fox Film Corporation,USA,Penelope Spheeris,44029386.0,92,4.9,Diedrich Bader,15276,Paul Henning,5192,2.4916217257318953
306,en,Beverly Hills Cop III,9.834,1994-05-24,Beverly Hills Cop III,5.7,736,420,109254,Action|Comedy|Crime|Thriller,1994.0,119208989.0,55000000.0,Paramount Pictures,USA,John Landis,42610000.0,104,5.5,Eddie Murphy,64891,Danilo Bach,16381,2.757157682681155
14522,en,Black Beauty,7.763,1994-07-29,Black Beauty,6.4,125,421,109279,Adventure|Children|Drama,1994.0,0.0,0.0,Warner Bros.,USA,Caroline Thompson,4630377.0,88,6.6,Sean Bean,7810,Anna Sewell,1918,3.2859749739311783
178,en,Blown Away,8.912,1994-07-01,Blown Away,6.1,198,423,109303,Action|Thriller,1994.0,30156002.0,50000000.0,Metro-Goldwyn-Mayer (MGM),USA,Stephen Hopkins,30155037.0,121,6.2,Jeff Bridges,24421,John Rice,2457,3.008343508343508
19819,en,Blue Chips,4.131,1994-02-18,Blue Chips,6.1,64,424,109305,Drama,1994.0,0.0,0.0,Paramount Pictures,USA,William Friedkin,22355000.0,108,6.1,Nick Nolte,10150,Ron Shelton,809,2.710754017305315
57834,en,Blue Sky,2.534,1994-09-16,Blue Sky,6.5,47,425,109306,Drama|Romance,1994.0,0.0,16000000.0,Heathrow Productions,USA,Tony Richardson,3359465.0,101,6.4,Jessica Lange,5683,Rama Laurie Stagner,909,3.4697469746974696
4722,en,Body Snatchers,6.358,1993-06-09,Body Snatchers,5.9,146,426,106452,Horror|Sci-Fi|Thriller,1993.0,428868.0,13000000.0,Dorset Productions,USA,Abel Ferrara,428868.0,87,5.9,Gabrielle Anwar,14297,Jack Finney,3447,3.1144473455178416
18215,en,Boxing Helena,4.025,1993-06-18,Boxing Helena,4.7,82,427,106471,Drama|Mystery|Romance|Thriller,1993.0,1796389.0,0.0,Mainline Pictures,USA,Jennifer Lynch,1796389.0,107,4.6,Julian Sands,10085,Philippe Caland,3526,2.5398468519568915
1607,en,A Bronx Tale,8.491,1993-09-14,A Bronx Tale,7.6,734,428,106489,Drama,1993.0,17287898.0,22000000.0,Price Entertainment,USA,Robert De Niro,17266971.0,121,7.8,Robert De Niro,106183,Chazz Palminteri,5659,3.818519172998763
26391,en,Cabin Boy,2.866,1994-01-07,Cabin Boy,4.9,37,429,109361,Comedy,1994.0,3662459.0,0.0,Touchstone Pictures,USA,Adam Resnick,3662459.0,80,5.1,Chris Elliott,7171,Chris Elliott,1586,2.3688524590163933
117553,en,Calendar Girl,3.052,1993-09-03,Calendar Girl,4.7,22,430,106505,Comedy|Drama,1993.0,2570145.0,13000000.0,Parkway Productions,USA,John Whitesell,2570145.0,90,5.0,Jason Priestley,1901,Paul W. Shapiro,283,2.314487632508834
6075,en,Carlito's Way,7.779,1993-11-10,Carlito's Way,7.8,1361,431,106519,Crime|Drama,1993.0,36516012.0,30000000.0,Universal Pictures,USA,Brian De Palma,36948322.0,144,7.9,Al Pacino,173380,Edwin Torres,10741,3.7010985941718646
11310,en,City Slickers II: The Legend of Curly's Gold,6.416,1994-06-10,City Slickers II: The Legend of Curly's Gold,5.0,147,432,109439,Adventure|Comedy|Western,1994.0,0.0,40000000.0,Castle Rock Entertainment,USA,Paul Weiland,43622150.0,116,5.5,Billy Crystal,15982,Lowell Ganz,13948,2.7202107829079436
18658,en,Clean Slate,3.211,1994-05-06,Clean Slate,5.8,31,433,109443,Comedy,1994.0,7355425.0,18000000.0,Metro-Goldwyn-Mayer (MGM),USA,Mick Jackson,7503192.0,107,5.7,Dana Carvey,3264,Robert King,1281,2.916471506635441
9350,en,Cliffhanger,10.309,1993-05-28,Cliffhanger,6.3,974,434,106582,Action|Adventure|Thriller,1993.0,255000211.0,70000000.0,Carolco Pictures,USA,Renny Harlin,84049211.0,112,6.4,Sylvester Stallone,102888,John Long,27627,3.0671806566040467
9612,en,Coneheads,6.859,1993-07-23,Coneheads,5.0,374,435,106598,Comedy|Sci-Fi,1993.0,0.0,0.0,Paramount Pictures,USA,Steve Barron,21274717.0,88,5.2,Dan Aykroyd,44080,Tom Davis,15481,2.569116982107099
2124,en,Color of Night,6.266,1994-08-19,Color of Night,5.4,194,436,109456,Drama|Thriller,1994.0,19726050.0,40000000.0,Cinergi Pictures Entertainment,USA,Richard Rush,19721814.0,121,5.1,Bruce Willis,19835,Billy Ray,1328,2.623117469879518
19176,en,The Cowboy Way,3.458,1994-06-03,The Cowboy Way,5.4,59,438,109493,Action|Comedy|Drama,1994.0,0.0,35000000.0,Imagine Entertainment,USA,Gregg Champion,20277185.0,102,5.8,Woody Harrelson,6634,Robert C. Thompson,1108,2.70442238267148
49299,en,Dangerous Game,1.763,1993-11-19,Dangerous Game,5.2,15,439,106660,Drama,1993.0,0.0,10000000.0,Cecchi Gori Europa N.V.,Italy,Abel Ferrara,72495.0,108,5.7,Harvey Keitel,3022,Nicholas St. John,65,2.6846153846153844
11566,en,Dave,8.557,1993-05-07,Dave,6.5,313,440,106673,Comedy|Romance,1993.0,63000000.0,0.0,Warner Bros.,USA,Ivan Reitman,63270710.0,110,6.8,Kevin Kline,42827,Gary Ross,20214,3.596739883249233
9571,en,Dazed and Confused,7.812,1993-09-24,Dazed and Confused,7.5,915,441,106677,Comedy,1993.0,7993039.0,6900000.0,Gramercy Pictures (I),USA,Richard Linklater,7993039.0,102,7.7,Jason London,133831,Richard Linklater,9842,3.6821276163381427
9739,en,Demolition Man,14.084,1993-10-08,Demolition Man,6.5,1584,442,106697,Action|Adventure|Sci-Fi,1993.0,159055768.0,57000000.0,Warner Bros.,USA,Marco Brambilla,58055768.0,115,6.6,Sylvester Stallone,133674,Peter M. Lenkov,20711,3.0516875090531603
34444,en,Even Cowgirls Get the Blues,3.761,1994-05-13,Even Cowgirls Get the Blues,4.4,54,444,106834,Comedy|Romance,1993.0,0.0,8000000.0,New Line Cinema,USA,Gus Van Sant,1710000.0,95,4.3,Uma Thurman,6381,Tom Robbins,1354,2.4254062038404727
26141,en,Fatal Instinct,4.375,1993-10-29,Fatal Instinct,5.5,55,445,106873,Comedy,1993.0,0.0,0.0,Metro-Goldwyn-Mayer (MGM),USA,Carl Reiner,7852653.0,91,5.7,Armand Assante,5807,David O'Malley,1993,2.8830908178625188
10997,zh,霸王别姬,5.761,1993-09-16,Farewell My Concubine,8.1,180,446,106332,Drama|Romance,1993.0,0.0,0.0,Beijing Film Studio,China,Kaige Chen,5216888.0,171,8.1,Leslie Cheung,19497,Pik Wah Lee,3991,3.8933851165121522
50463,en,The Favor,1.897,1994-04-29,The Favor,4.3,9,447,109783,Comedy|Romance,1994.0,0.0,13000000.0,Nelson Entertainment,USA,Donald Petrie,3134081.0,97,5.3,Harley Jane Kozak,2201,Sara Parriott,228,2.5219298245614037
10443,en,Fearless,5.888,1993-10-15,Fearless,6.9,122,448,106881,Drama,1993.0,0.0,0.0,Spring Creek Productions,USA,Peter Weir,6995302.0,122,7.1,Jeff Bridges,18643,Rafael Yglesias,3137,3.551322919987249
16297,en,With Honors,4.859,1994-04-29,With Honors,6.5,85,450,111732,Comedy|Drama,1994.0,0.0,0.0,Spring Creek Productions,USA,Alek Keshishian,20043254.0,103,6.7,Joe Pesci,11565,William Mastrosimone,3103,3.353689977441186
18551,en,Flesh and Bone,2.838,1993-11-05,Flesh and Bone,6.2,33,451,106926,Drama|Mystery|Romance,1993.0,9488998.0,0.0,Mirage Enterprises,USA,Steve Kloves,9488998.0,126,6.2,Dennis Quaid,4267,Steve Kloves,659,3.0523520485584217
9024,en,For Love or Money,6.453,1993-10-01,For Love or Money,6.0,121,453,106941,Comedy|Romance,1993.0,11146270.0,30000000.0,Universal Pictures,USA,Barry Sonnenfeld,10997166.0,96,6.1,Michael J. Fox,10037,Mark Rosenthal,991,3.1044399596367307
37233,en,The Firm,7.117,1993-06-30,The Firm,6.7,816,454,106918,Drama|Thriller,1993.0,270248367.0,42000000.0,Davis Entertainment,USA,Sydney Pollack,158348367.0,154,6.8,Tom Cruise,95562,John Grisham,27660,3.5012111352133046
1634,en,Free Willy,7.178,1993-07-16,Free Willy,6.0,780,455,106965,Adventure|Children|Drama,1993.0,153698625.0,20000000.0,Warner Bros.,USA,Simon Wincer,77698625.0,112,5.9,Jason James Richter,56085,Keith Walker,10071,2.6077350809254294
13815,en,Fresh,5.779,1994-08-24,Fresh,7.6,75,456,109842,Crime|Drama|Thriller,1994.0,0.0,3500000.0,Lumière Pictures,USA,Boaz Yakin,8094616.0,114,7.6,Sean Nelson,10327,Boaz Yakin,1011,3.8249258160237387
5503,en,The Fugitive,10.846,1993-08-06,The Fugitive,7.3,1942,457,106977,Thriller,1993.0,368875760.0,44000000.0,Warner Bros.,USA,Andrew Davis,183875760.0,130,7.8,Harrison Ford,226899,Jeb Stuart,58031,3.979976219606762
35588,en,Geronimo: An American Legend,4.63,1993-12-10,Geronimo: An American Legend,5.9,63,458,107004,Drama|Western,1993.0,18635620.0,35000000.0,Columbia Pictures Corporation,USA,Walter Hill,18635620.0,115,6.5,Jason Patric,7190,John Milius,1089,3.148301193755739
2087,en,The Getaway,7.244,1994-02-11,The Getaway,5.4,131,459,109890,Action|Adventure|Crime|Drama|Romance|Thriller,1994.0,30.0,0.0,Universal Pictures,USA,Roger Donaldson,16096000.0,115,5.7,Alec Baldwin,14913,Jim Thompson,1200,2.779166666666667
41579,en,Getting Even with Dad,4.273,1994-06-17,Getting Even with Dad,4.9,75,460,109891,Comedy,1994.0,0.0,30000000.0,Metro-Goldwyn-Mayer (MGM),USA,Howard Deutch,18438164.0,109,4.6,Macaulay Culkin,6383,Tom S. Parker,956,2.4293933054393304
18620,en,Go Fish,0.955,1994-06-10,Go Fish,4.2,9,461,109913,Drama|Romance,1994.0,0.0,15000.0,Can I Watch,USA,Rose Troche,2408311.0,83,5.6,V.S. Brodie,1742,Rose Troche,930,3.3446236559139786
41006,en,A Good Man in Africa,1.786,1994-07-14,A Good Man in Africa,5.6,17,462,109920,Action|Adventure,1994.0,0.0,20000000.0,Capitol Films,South Africa,Bruce Beresford,2308390.0,94,5.0,Colin Friels,2032,William Boyd,210,2.6285714285714286
4916,en,Guilty as Sin,2.043,1993-06-04,Guilty as Sin,5.7,38,463,107057,Crime|Drama|Thriller,1993.0,22886222.0,0.0,Hollywood Pictures,USA,Sidney Lumet,22886222.0,107,5.6,Rebecca De Mornay,3881,Larry Cohen,432,2.810185185185185
2019,en,Hard Target,8.883,1993-08-20,Hard Target,6.1,387,464,107076,Action|Adventure|Crime|Thriller,1993.0,74189677.0,18000000.0,Universal Pictures,USA,John Woo,32589677.0,97,6.1,Jean-Claude Van Damme,37456,Chuck Pfarrer,3387,2.9230882787127253
9255,en,Hot Shots! Part Deux,7.941,1993-05-21,Hot Shots! Part Deux,6.3,768,466,107144,Action|Comedy|War,1993.0,133752825.0,25000000.0,Twentieth Century Fox Film Corporation,USA,Jim Abrahams,38911970.0,86,6.6,Charlie Sheen,72228,Jim Abrahams,15391,2.920115652004418
10612,en,The Englishman Who Went Up a Hill But Came Down a Mountain,4.897,1995-05-12,The Englishman Who Went Up a Hill But Came Down a Mountain,6.2,128,468,112966,Comedy|Romance,1995.0,0.0,0.0,Miramax,UK,Christopher Monger,10904930.0,99,6.6,Hugh Grant,14381,Ifor David Monger,8115,3.308441158348737
